long 16.98136 lat 46.45775 viewpoint 0 degrees.jpeg,Cloud 96,Plant 93,Ecoregion 93,Sky 92,Nature 90,Natural environment 89,Natural landscape 88,Vegetation 85,Land lot 85,Tree 85
long 16.9821549333333 lat 46.4577043111111 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.9821549333333 lat 46.4577043111111 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.9821549333333 lat 46.4577043111111 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.9821549333333 lat 46.4577043111111 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.98215645 lat 46.45769455 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.98215645 lat 46.45769455 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.98215645 lat 46.45769455 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.98215645 lat 46.45769455 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.98216415 lat 46.45757555 viewpoint 0 degrees.jpeg,Plant 94,Vehicle 93,Wheel 91,Tire 91,Motor vehicle 91,Car 89,Road surface 87,Asphalt 87,Tree 83,Urban design 81
long 16.982176 lat 46.45741 viewpoint 0 degrees.jpeg,Plant 94,Vehicle 93,Wheel 91,Tire 91,Motor vehicle 91,Car 89,Road surface 87,Asphalt 87,Tree 83,Urban design 81
long 16.982176 lat 46.45741 viewpoint 180 degrees.jpeg,Cloud 98,Sky 97,Ecoregion 93,Product 91,Nature 90,Natural landscape 87,Biome 84,Grass 83,Font 82,Screenshot 82
long 16.982176 lat 46.45741 viewpoint 270 degrees.jpeg,Cloud 98,Sky 97,Infrastructure 90,Asphalt 88,Tree 87,Font 84,Road surface 84,Tire 84,Plant 83,Screenshot 83
long 16.982176 lat 46.45741 viewpoint 90 degrees.jpeg,Cloud 97,Sky 94,Car 93,Infrastructure 90,Asphalt 89,Tire 87,Vehicle 87,Road surface 86,Screenshot 83,Wheel 83
long 16.9821936666667 lat 46.4578556666667 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.9821936666667 lat 46.4578556666667 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.9821936666667 lat 46.4578556666667 viewpoint 270 degrees.jpeg,Cloud 96,Sky 93,Plant 91,Asphalt 88,Tree 85,Screenshot 83,Line 82,Road surface 81,Font 81,Automotive mirror 81
long 16.9821936666667 lat 46.4578556666667 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.9821942857143 lat 46.457478 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9821942857143 lat 46.457478 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9821942857143 lat 46.457478 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9821942857143 lat 46.457478 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822064761905 lat 46.4575233333333 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822064761905 lat 46.4575233333333 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822064761905 lat 46.4575233333333 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9822064761905 lat 46.4575233333333 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822088 lat 46.4575478666667 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822088 lat 46.4575478666667 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822088 lat 46.4575478666667 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9822088 lat 46.4575478666667 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822151836735 lat 46.4575557142857 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822151836735 lat 46.4575557142857 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822151836735 lat 46.4575557142857 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 94,Tire 92,Wheel 92,Infrastructure 89,Asphalt 89,Tree 87,Vehicle 87,Road surface 86
long 16.9822151836735 lat 46.4575557142857 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822214693878 lat 46.4576802857143 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Font 80,Plant 79,Gas 78,Asphalt 77,Technology 74,Screenshot 73
long 16.9822214693878 lat 46.4576802857143 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.9822214693878 lat 46.4576802857143 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.9822214693878 lat 46.4576802857143 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.9822217142857 lat 46.45758 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822217142857 lat 46.45758 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,Nature 90,Screenshot 83,Biome 83,Grass 83,Font 82,Plant 82,Tree 79,Software 79
long 16.9822217142857 lat 46.45758 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 94,Tire 92,Wheel 92,Infrastructure 89,Asphalt 89,Tree 87,Vehicle 87,Road surface 86
long 16.9822217142857 lat 46.45758 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.98222285 lat 46.4577804 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.98222285 lat 46.4577804 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.98222285 lat 46.4577804 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.98222285 lat 46.4577804 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.9822257321429 lat 46.457705625 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.9822257321429 lat 46.457705625 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 70,Video game software 67,Shooter game 65,Logo 65,Multimedia software 65,Event 63,Room 63,Multimedia 62
long 16.9822257321429 lat 46.457705625 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.9822257321429 lat 46.457705625 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.9822267936508 lat 46.4575988888889 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822267936508 lat 46.4575988888889 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822267936508 lat 46.4575988888889 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9822267936508 lat 46.4575988888889 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.982229047619 lat 46.4577253333333 viewpoint 0 degrees.jpeg,Cloud 95,Sky 92,Tree 87,Biome 83,Plant 79,Font 79,Gas 78,Asphalt 77,Screenshot 74,Technology 74
long 16.982229047619 lat 46.4577253333333 viewpoint 180 degrees.jpeg,Screenshot 81,Font 81,Software 69,Video game software 67,Logo 65,Multimedia software 65,Event 64,Shooter game 64,Multimedia 63,Room 63
long 16.982229047619 lat 46.4577253333333 viewpoint 270 degrees.jpeg,Cloud 97,Sky 93,Plant 90,Asphalt 88,Tree 85,Screenshot 83,Line 82,Font 82,Road surface 81,Automotive mirror 81
long 16.982229047619 lat 46.4577253333333 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Asphalt 86,Biome 83,Screenshot 83,Font 80,Plant 78,Road 77,Tree 77,Building 76
long 16.9822308571429 lat 46.457614 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822308571429 lat 46.457614 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822308571429 lat 46.457614 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9822308571429 lat 46.457614 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822372857143 lat 46.4575046 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822372857143 lat 46.4575046 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822372857143 lat 46.4575046 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.9822372857143 lat 46.4575046 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.98224122 lat 46.45766088 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.98224122 lat 46.45766088 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.98224122 lat 46.45766088 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.98224122 lat 46.45766088 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.9822416 lat 46.4576857333333 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822416 lat 46.4576857333333 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.9822416 lat 46.4576857333333 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822416 lat 46.4576857333333 viewpoint 90 degrees.jpeg,Cloud 97,Ecoregion 92,Sky 92,Plant 90,Infrastructure 90,Asphalt 88,Mode of transport 85,Biome 82,Screenshot 82,Line 82
long 16.9822484222222 lat 46.4576307333333 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.9822484222222 lat 46.4576307333333 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.9822484222222 lat 46.4576307333333 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 94,Tire 92,Wheel 92,Infrastructure 89,Asphalt 89,Tree 87,Vehicle 87,Road surface 86
long 16.9822484222222 lat 46.4576307333333 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.982254575 lat 46.457558275 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.982254575 lat 46.457558275 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.982254575 lat 46.457558275 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.982254575 lat 46.457558275 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.98225775 lat 46.457518 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.98225775 lat 46.457518 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.98225775 lat 46.457518 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.98225775 lat 46.457518 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.982260575 lat 46.4577558 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.982260575 lat 46.4577558 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.982260575 lat 46.4577558 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.982260575 lat 46.4577558 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.9822659 lat 46.457895225 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822659 lat 46.457895225 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.9822659 lat 46.457895225 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822659 lat 46.457895225 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.9822666285714 lat 46.4578890857143 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822666285714 lat 46.4578890857143 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.9822666285714 lat 46.4578890857143 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822666285714 lat 46.4578890857143 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.9822676 lat 46.4578809 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822676 lat 46.4578809 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.9822676 lat 46.4578809 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822676 lat 46.4578809 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.98226896 lat 46.45786944 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.98226896 lat 46.45786944 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.98226896 lat 46.45786944 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.98226896 lat 46.45786944 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.982269325 lat 46.457492775 viewpoint 0 degrees.jpeg,Vehicle 94,Car 94,Automotive lighting 91,Tire 90,Automotive design 89,Motor vehicle 89,Automotive mirror 87,Plant 87,Automotive exterior 85,Mode of transport 84
long 16.982269325 lat 46.457492775 viewpoint 180 degrees.jpeg,Cloud 97,Sky 97,World 88,Land lot 84,Grass 83,Screenshot 83,Biome 83,Font 82,Tree 80,Software 80
long 16.982269325 lat 46.457492775 viewpoint 270 degrees.jpeg,Sky 96,Cloud 94,Plant 92,Wheel 91,Tire 91,Infrastructure 89,Asphalt 89,Tree 87,Road surface 87,Vehicle 86
long 16.982269325 lat 46.457492775 viewpoint 90 degrees.jpeg,Cloud 98,Sky 95,Road surface 89,Asphalt 88,Car 86,Wheel 83,Thoroughfare 83,Tree 82,Urban design 82,Vehicle 82
long 16.98227305 lat 46.45775385 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822744 lat 46.4578236 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822744 lat 46.4578236 viewpoint 180 degrees.jpeg,Screenshot 84,Font 81,Computer 78,Technology 74,Software 68,Grass 68,Video game software 64,Display device 62,Multimedia 61,Composite material 61
long 16.9822744 lat 46.4578236 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822744 lat 46.4578236 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
long 16.9822751666667 lat 46.4578563333333 viewpoint 0 degrees.jpeg,Cloud 96,Sky 94,Light 91,Nature 90,Tree 88,Font 85,Biome 85,Land lot 84,Building 84,Line 82
long 16.9822751666667 lat 46.4578563333333 viewpoint 180 degrees.jpeg,Screenshot 84,Font 80,Computer 79,Technology 74,Software 68,Grass 64,Video game software 63,Display device 61,Composite material 60,Games 60
long 16.9822751666667 lat 46.4578563333333 viewpoint 270 degrees.jpeg,Cloud 97,Sky 95,Photograph 94,Nature 90,Asphalt 86,Screenshot 83,Tree 83,Biome 82,Font 82,Plant 82
long 16.9822751666667 lat 46.4578563333333 viewpoint 90 degrees.jpeg,Cloud 97,Sky 93,Ecoregion 92,Plant 91,Product 91,Infrastructure 90,Asphalt 88,Mode of transport 84,Biome 82,Screenshot 82
